Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyEqual(Column_paid_locally, true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 19:34:00,30-08-2024 19:34:00,0.005s,PASSED
"rowCount = database.DatabaseUtils.getRowCount(""select * from bdmozart.mc_fop_types where paid_locally = 't'"")",Chrome 128.0.0.0,,,30-08-2024 19:34:00,30-08-2024 19:34:05,5.035s,PASSED
DataBaseEnableFopList = new java.util.ArrayList(),Chrome 128.0.0.0,,,30-08-2024 19:34:05,30-08-2024 19:34:05,0.003s,PASSED
FilterFopList = new java.util.ArrayList(),Chrome 128.0.0.0,,,30-08-2024 19:34:05,30-08-2024 19:34:05,0.003s,PASSED
"for ([i = 1, i <= rowCount, (i++)])",Chrome 128.0.0.0,,,30-08-2024 19:34:05,30-08-2024 19:34:40,35.027s,PASSED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:34:40,30-08-2024 19:35:00,20.425s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:35:00,30-08-2024 19:35:32,31.396s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 19:35:32,30-08-2024 19:36:37,1m - 5.124s,FAILED
,,,,,,,
"Test Cases/MOZ-10510/TC 8_MOZ_11449 Verify the Availability of Group By,My Filters, and Download Options in the Local Settlements Module",Chrome 128.0.0.0,,,30-08-2024 19:36:37,30-08-2024 19:38:23,1m - 46.525s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:36:37,30-08-2024 19:37:18,40.273s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:37:18,30-08-2024 19:37:49,31.399s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 19:37:49,30-08-2024 19:38:23,34.549s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 7_MOZ_11448 Verify Grid Display in the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:38:23,30-08-2024 19:40:21,1m - 57.496s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:38:24,30-08-2024 19:38:45,21.596s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:38:45,30-08-2024 19:39:47,1m - 1.093s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 19:39:47,30-08-2024 19:40:21,34.407s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 6_MOZ_11447 Verify Default Filtering Values in the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:40:21,30-08-2024 19:43:10,2m - 48.624s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:40:21,30-08-2024 19:41:53,1m - 31.571s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:41:53,30-08-2024 19:42:35,42.278s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 19:42:35,30-08-2024 19:43:10,34.492s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 5_MOZ_11446 Verify Landing Page Layout and Filtering Area for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:43:10,30-08-2024 19:44:51,1m - 41.820s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:43:10,30-08-2024 19:43:36,25.942s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:43:36,30-08-2024 19:44:48,1m - 12.143s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 19:44:48,30-08-2024 19:44:51,3.475s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 4_MOZ_11445 Verify User Role other than the auditor or supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:44:51,30-08-2024 19:47:19,2m - 27.332s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:44:52,30-08-2024 19:46:37,1m - 45.330s,PASSED
delay(1),Chrome 128.0.0.0,,,30-08-2024 19:46:37,30-08-2024 19:46:38,1.031s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:46:38,30-08-2024 19:47:15,37.472s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 19:47:15,30-08-2024 19:47:19,3.349s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 3_MOZ_11445 Verify User Role Auditor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:47:19,30-08-2024 19:48:48,1m - 29.250s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:47:19,30-08-2024 19:48:11,52.236s,PASSED
delay(2),Chrome 128.0.0.0,,,30-08-2024 19:48:11,30-08-2024 19:48:13,2.009s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:48:13,30-08-2024 19:48:45,31.501s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 19:48:45,30-08-2024 19:48:48,3.346s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 2_MOZ_11445 Verify User Role Supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 19:48:48,30-08-2024 19:50:28,1m - 40.484s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,30-08-2024 19:48:48,30-08-2024 19:49:54,1m - 5.381s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:49:54,30-08-2024 19:50:25,31.430s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 19:50:25,30-08-2024 19:50:28,3.463s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 1_MOZ_11444 Verify Creation of the Local Settlements Module in Mozart,Chrome 128.0.0.0,,,30-08-2024 19:50:29,30-08-2024 19:51:33,1m - 4.645s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 19:50:29,30-08-2024 19:51:32,1m - 2.969s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 19:51:32,30-08-2024 19:51:32,0.625s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 19:51:32,30-08-2024 19:51:33,0.247s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 19:51:33,30-08-2024 19:51:33,0.589s,PASSED
