Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
refundAmount_web = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 128.0.0.0,,,30-08-2024 20:07:27,30-08-2024 20:07:27,0.002s,PASSED
refundFopPaidLocally_web = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 128.0.0.0,,,30-08-2024 20:07:27,30-08-2024 20:07:27,0.002s,PASSED
"for ([row = 1, row <= listOfRequestIds.size(), (row++)])",Chrome 128.0.0.0,,,30-08-2024 20:07:27,30-08-2024 20:07:42,14.414s,PASSED
"verifyMatch(refundFopPaidLocally_web, fop_types_dbValue, true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:07:42,30-08-2024 20:07:42,0.107s,PASSED
"verifyMatch(refundAmount_web, paid_amount_dbValue, true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:07:42,30-08-2024 20:07:42,0.005s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 20:07:42,30-08-2024 20:07:43,0.638s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 9_MOZ_11450 Verifies that the internal configuration in the database is correctly set up to define the form of payments visible in the Local Settlements module,Chrome 128.0.0.0,,,30-08-2024 20:07:43,30-08-2024 20:08:52,1m - 9.091s,PASSED
"Table_md_rfnd_local_settlement = database.DatabaseUtils.checkTableExists(""md_rfnd_local_settlement"")",Chrome 128.0.0.0,,,30-08-2024 20:07:43,30-08-2024 20:07:49,5.708s,PASSED
"verifyEqual(Table_md_rfnd_local_settlement, true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:07:49,30-08-2024 20:07:49,0.033s,PASSED
"Column_paid_locally = database.DatabaseUtils.checkColumnExist(""mc_fop_types"", ""paid_locally"")",Chrome 128.0.0.0,,,30-08-2024 20:07:49,30-08-2024 20:07:53,4.326s,PASSED
"verifyEqual(Column_paid_locally, true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:07:53,30-08-2024 20:07:53,0.004s,PASSED
"rowCount = database.DatabaseUtils.getRowCount(""select * from bdmozart.mc_fop_types where paid_locally = 't'"")",Chrome 128.0.0.0,,,30-08-2024 20:07:53,30-08-2024 20:07:58,4.424s,PASSED
DataBaseEnableFopList = new java.util.ArrayList(),Chrome 128.0.0.0,,,30-08-2024 20:07:58,30-08-2024 20:07:58,0.002s,PASSED
FilterFopList = new java.util.ArrayList(),Chrome 128.0.0.0,,,30-08-2024 20:07:58,30-08-2024 20:07:58,0.002s,PASSED
"for ([i = 1, i <= rowCount, (i++)])",Chrome 128.0.0.0,,,30-08-2024 20:07:58,30-08-2024 20:08:12,13.848s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:08:12,30-08-2024 20:08:45,32.889s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:08:45,30-08-2024 20:08:45,0.626s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 20:08:45,30-08-2024 20:08:48,2.560s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filter_button""))",Chrome 128.0.0.0,,,30-08-2024 20:08:48,30-08-2024 20:08:49,1.430s,PASSED
"click(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/textbox_filter_r2_c3""))",Chrome 128.0.0.0,,,30-08-2024 20:08:49,30-08-2024 20:08:50,0.373s,PASSED
"FopValues = findWebElements(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filter_RefundFopPaidLocally_values""), 10)",Chrome 128.0.0.0,,,30-08-2024 20:08:50,30-08-2024 20:08:50,0.465s,PASSED
dynamicTestObject = new com.kms.katalon.core.testobject.TestObject(),Chrome 128.0.0.0,,,30-08-2024 20:08:50,30-08-2024 20:08:50,0.002s,PASSED
println(FopValues.size()),Chrome 128.0.0.0,,,30-08-2024 20:08:50,30-08-2024 20:08:50,0.004s,PASSED
"for ([row = 1, row <= FopValues.size(), (row++)])",Chrome 128.0.0.0,,,30-08-2024 20:08:50,30-08-2024 20:08:51,0.850s,PASSED
"verifyMatch(size().toString(), size().toString(), true, CONTINUE_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.006s,PASSED
uniqueFopValues = new java.util.HashSet(),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.027s,PASSED
try,Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.013s,PASSED
webFopValues = new java.util.ArrayList(uniqueFopValues),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.002s,PASSED
Collections.sort(webFopValues),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.018s,PASSED
Collections.sort(DataBaseEnableFopList),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.001s,PASSED
"for ([i = 0, i < DataBaseEnableFopList.size(), (i++)])",Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.037s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:51,0.072s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 20:08:51,30-08-2024 20:08:52,0.617s,PASSED
,,,,,,,
"Test Cases/MOZ-10510/TC 8_MOZ_11449 Verify the Availability of Group By,My Filters, and Download Options in the Local Settlements Module",Chrome 128.0.0.0,,,30-08-2024 20:08:52,30-08-2024 20:09:31,39.443s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:08:52,30-08-2024 20:09:27,35.088s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:09:27,30-08-2024 20:09:28,0.617s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 20:09:28,30-08-2024 20:09:29,1.560s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filter_button""), 5, STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:09:29,30-08-2024 20:09:31,1.593s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/groupBy_button""), 5, STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 20:09:31,30-08-2024 20:09:31,0.265s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 7_MOZ_11448 Verify Grid Display in the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:09:31,30-08-2024 20:10:56,1m - 24.892s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:09:32,30-08-2024 20:10:49,1m - 17.656s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:10:49,30-08-2024 20:10:50,0.948s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 20:10:50,30-08-2024 20:10:53,2.859s,PASSED
"listOfHeaderColumns = findWebElements(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filterTable_headers""), 10)",Chrome 128.0.0.0,,,30-08-2024 20:10:53,30-08-2024 20:10:55,1.999s,PASSED
println(listOfHeaderColumns.size()),Chrome 128.0.0.0,,,30-08-2024 20:10:55,30-08-2024 20:10:55,0.001s,PASSED
"elements = [""Request Id"", ""Processing Date (yyyy-mm-dd)"", ""Ticket Number"", ""Request Number"", ""Passenger Name"", ""Country"", ""Agent code"", ""Refund Amount"", ""Currency"", ""Refund FOP Paid Locally"", ""Reason""]",Chrome 128.0.0.0,,,30-08-2024 20:10:55,30-08-2024 20:10:55,0.001s,PASSED
"for ([i = 1, i < listOfHeaderColumns.size(), (i++)])",Chrome 128.0.0.0,,,30-08-2024 20:10:55,30-08-2024 20:10:55,0.423s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 20:10:56,30-08-2024 20:10:56,0.003s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 20:10:56,30-08-2024 20:10:56,0.581s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 6_MOZ_11447 Verify Default Filtering Values in the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:10:56,30-08-2024 20:11:42,46.108s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:10:56,30-08-2024 20:11:27,31.189s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:11:27,30-08-2024 20:11:28,0.543s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 20:11:28,30-08-2024 20:11:29,1.309s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filter_button""))",Chrome 128.0.0.0,,,30-08-2024 20:11:29,30-08-2024 20:11:31,1.382s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r1_c1""), ""date_processingdate"", false, 5)",Chrome 128.0.0.0,,,30-08-2024 20:11:31,30-08-2024 20:11:35,3.794s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r2_c1""), ""select_request_fop_settlem"", false, 5)",Chrome 128.0.0.0,,,30-08-2024 20:11:35,30-08-2024 20:11:38,3.588s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r3_c1""), ""select_ro_isocode_country"", false, 5)",Chrome 128.0.0.0,,,30-08-2024 20:11:38,30-08-2024 20:11:42,3.560s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 20:11:42,30-08-2024 20:11:42,0.530s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 5_MOZ_11446 Verify Landing Page Layout and Filtering Area for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:11:42,30-08-2024 20:13:53,2m - 10.563s,FAILED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:11:42,30-08-2024 20:13:31,1m - 49.001s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:13:31,30-08-2024 20:13:32,0.641s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 20:13:32,30-08-2024 20:13:32,0.259s,PASSED
"click(findTestObject(""Object Repository/EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,30-08-2024 20:13:32,30-08-2024 20:13:38,5.172s,PASSED
"click(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/filter_button""))",Chrome 128.0.0.0,,,30-08-2024 20:13:38,30-08-2024 20:13:41,3.291s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/compact_mode""), 10)",Chrome 128.0.0.0,,,30-08-2024 20:13:41,30-08-2024 20:13:42,0.723s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/grouped""), 10)",Chrome 128.0.0.0,,,30-08-2024 20:13:42,30-08-2024 20:13:42,0.249s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/show_exceptions""), 10)",Chrome 128.0.0.0,,,30-08-2024 20:13:42,30-08-2024 20:13:53,10.993s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 4_MOZ_11445 Verify User Role other than the auditor or supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:13:53,30-08-2024 20:16:10,2m - 17.617s,FAILED
"utilityClass.GenericMethods.selectRoles(""katalonTest1"", ""Admin"")",Chrome 128.0.0.0,,,30-08-2024 20:13:53,30-08-2024 20:15:34,1m - 41.266s,PASSED
delay(1),Chrome 128.0.0.0,,,30-08-2024 20:15:34,30-08-2024 20:15:35,1.010s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:15:35,30-08-2024 20:16:07,31.391s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 20:16:07,30-08-2024 20:16:10,3.786s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 3_MOZ_11445 Verify User Role Auditor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:16:10,30-08-2024 20:18:36,2m - 26.067s,FAILED
"utilityClass.GenericMethods.selectRoles(""katalonTest1"", ""Supervisor"")",Chrome 128.0.0.0,,,30-08-2024 20:16:11,30-08-2024 20:17:59,1m - 48.804s,PASSED
delay(2),Chrome 128.0.0.0,,,30-08-2024 20:17:59,30-08-2024 20:18:01,2.009s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:18:01,30-08-2024 20:18:33,31.353s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 20:18:33,30-08-2024 20:18:36,3.711s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 2_MOZ_11445 Verify User Role Supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:18:36,30-08-2024 20:21:05,2m - 28.339s,FAILED
"utilityClass.GenericMethods.selectRoles(""katalonTest1"", ""Auditor"")",Chrome 128.0.0.0,,,30-08-2024 20:18:37,30-08-2024 20:20:30,1m - 53.049s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:20:30,30-08-2024 20:21:01,31.382s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 20:21:01,30-08-2024 20:21:05,3.704s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 1_MOZ_11444 Verify Creation of the Local Settlements Module in Mozart,Chrome 128.0.0.0,,,30-08-2024 20:21:05,30-08-2024 20:21:45,40.224s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 20:21:05,30-08-2024 20:21:44,38.598s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:21:44,30-08-2024 20:21:44,0.632s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 20:21:44,30-08-2024 20:21:45,0.250s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 20:21:45,30-08-2024 20:21:45,0.516s,PASSED
