Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:26:17,28-08-2024 19:26:28,11.536s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,28-08-2024 19:26:28,28-08-2024 19:26:30,1.710s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/filter_button""))",Chrome 128.0.0.0,,,28-08-2024 19:26:30,28-08-2024 19:26:35,5.022s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r1_c1""), ""date_processingdate"", false, 5)",Chrome 128.0.0.0,,,28-08-2024 19:26:35,28-08-2024 19:26:40,5.306s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r2_c1""), ""select_request_fop_settlem"", false, 5)",Chrome 128.0.0.0,,,28-08-2024 19:26:40,28-08-2024 19:26:45,4.820s,PASSED
"verifyOptionSelectedByValue(findTestObject(""EK_Objects/Page_Mozart - LocalSettlements/select_filter_column_r3_c1""), ""select_ro_isocode_country"", false, 5)",Chrome 128.0.0.0,,,28-08-2024 19:26:45,28-08-2024 19:26:50,4.994s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,28-08-2024 19:26:50,28-08-2024 19:26:51,0.552s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 5_MOZ_11446 Verify Landing Page Layout and Filtering Area for the Local Settlements Module,Chrome 128.0.0.0,,,28-08-2024 19:26:51,28-08-2024 19:28:42,1m - 51.371s,FAILED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,28-08-2024 19:26:51,28-08-2024 19:28:05,1m - 13.935s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:28:05,28-08-2024 19:28:17,12.137s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,28-08-2024 19:28:17,28-08-2024 19:28:17,0.270s,PASSED
"click(findTestObject(""Object Repository/EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""))",Chrome 128.0.0.0,,,28-08-2024 19:28:17,28-08-2024 19:28:20,2.661s,PASSED
"click(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/filter_button""))",Chrome 128.0.0.0,,,28-08-2024 19:28:20,28-08-2024 19:28:30,10.121s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/compact_mode""), 10)",Chrome 128.0.0.0,,,28-08-2024 19:28:30,28-08-2024 19:28:31,0.660s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/grouped""), 10)",Chrome 128.0.0.0,,,28-08-2024 19:28:31,28-08-2024 19:28:31,0.267s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/EK_Objects/Page_Mozart - LocalSettlements/show_exceptions""), 10)",Chrome 128.0.0.0,,,28-08-2024 19:28:31,28-08-2024 19:28:42,11.075s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 4_MOZ_11445 Verify User Role other than the auditor or supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,28-08-2024 19:28:42,28-08-2024 19:29:15,33.169s,PASSED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,28-08-2024 19:28:42,28-08-2024 19:29:02,20.152s,PASSED
delay(1),Chrome 128.0.0.0,,,28-08-2024 19:29:02,28-08-2024 19:29:03,1.038s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:29:03,28-08-2024 19:29:14,10.981s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,28-08-2024 19:29:14,28-08-2024 19:29:15,0.269s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,28-08-2024 19:29:15,28-08-2024 19:29:15,0.548s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 3_MOZ_11445 Verify User Role Auditor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,28-08-2024 19:29:15,28-08-2024 19:29:48,32.446s,PASSED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,28-08-2024 19:29:15,28-08-2024 19:29:35,20.057s,PASSED
delay(2),Chrome 128.0.0.0,,,28-08-2024 19:29:35,28-08-2024 19:29:37,2.020s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:29:37,28-08-2024 19:29:47,9.373s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,28-08-2024 19:29:47,28-08-2024 19:29:47,0.293s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,28-08-2024 19:29:47,28-08-2024 19:29:48,0.533s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 2_MOZ_11445 Verify User Role Supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,28-08-2024 19:29:48,28-08-2024 19:30:27,39.194s,PASSED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,28-08-2024 19:29:48,28-08-2024 19:30:16,27.814s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:30:16,28-08-2024 19:30:26,10.418s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,28-08-2024 19:30:26,28-08-2024 19:30:26,0.277s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,28-08-2024 19:30:26,28-08-2024 19:30:27,0.501s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 1_MOZ_11444 Verify Creation of the Local Settlements Module in Mozart,Chrome 128.0.0.0,,,28-08-2024 19:30:27,28-08-2024 19:33:00,2m - 33.150s,PASSED
demoPackage.MozartLogin.mozartLoginWithUser(),Chrome 128.0.0.0,,,28-08-2024 19:30:27,28-08-2024 19:30:47,19.725s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,28-08-2024 19:30:47,28-08-2024 19:32:59,2m - 12.349s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,28-08-2024 19:32:59,28-08-2024 19:32:59,0.286s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,28-08-2024 19:32:59,28-08-2024 19:33:00,0.549s,PASSED
