Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Table_md_rfnd_local_settlement = database.DatabaseUtils.checkTableExists(""md_rfnd_local_settlement"")",,,,20-10-2024 16:33:33,20-10-2024 16:33:39,6.120s,PASSED
"verifyEqual(Table_md_rfnd_local_settlement, true, CONTINUE_ON_FAILURE)",,,,20-10-2024 16:33:39,20-10-2024 16:33:39,0.114s,PASSED
"Column_paid_locally = database.DatabaseUtils.checkColumnExist(""mc_fop_types"", ""paid_locally"")",,,,20-10-2024 16:33:39,20-10-2024 16:33:44,5.285s,PASSED
"verifyEqual(Column_paid_locally, true, CONTINUE_ON_FAILURE)",,,,20-10-2024 16:33:44,20-10-2024 16:33:44,0.008s,PASSED
"rowCount = database.DatabaseUtils.getRowCount(""select * from bdmozart.mc_fop_types where paid_locally = 't'"")",,,,20-10-2024 16:33:44,20-10-2024 16:33:49,4.673s,PASSED
DataBaseEnableFopList = new java.util.ArrayList(),,,,20-10-2024 16:33:49,20-10-2024 16:33:49,0.003s,PASSED
FilterFopList = new java.util.ArrayList(),,,,20-10-2024 16:33:49,20-10-2024 16:33:49,0.003s,PASSED
"for ([i = 1, i <= rowCount, (i++)])",,,,20-10-2024 16:33:49,20-10-2024 16:34:14,24.990s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),,,,20-10-2024 16:34:14,20-10-2024 16:34:16,2.443s,FAILED
,,,,,,,
"Test Cases/MOZ-10510/TC 8_MOZ_11449 Verify the Availability of Group By,My Filters, and Download Options in the Local Settlements Module",,,,20-10-2024 16:34:16,20-10-2024 16:34:19,2.721s,FAILED
demoPackage.MozartLogin.LoginWithChromeForEK(),,,,20-10-2024 16:34:17,20-10-2024 16:34:19,2.217s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 7_MOZ_11448 Verify Grid Display in the Local Settlements Module,,,,20-10-2024 16:34:19,20-10-2024 16:34:23,3.572s,ERROR
mozartLogin.Login.launchBrowser(),,,,20-10-2024 16:34:20,20-10-2024 16:34:23,2.690s,ERROR
,,,,,,,
Test Cases/MOZ-10510/TC 6_MOZ_11447 Verify Default Filtering Values in the Local Settlements Module,,,,20-10-2024 16:34:23,20-10-2024 16:34:30,7.565s,FAILED
demoPackage.MozartLogin.LoginWithChromeForEK(),,,,20-10-2024 16:34:23,20-10-2024 16:34:30,7.034s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 5_MOZ_11446 Verify Landing Page Layout and Filtering Area for the Local Settlements Module,,,,20-10-2024 16:34:30,20-10-2024 16:34:35,4.885s,FAILED
demoPackage.MozartLogin.LoginWithChromeForEK(),,,,20-10-2024 16:34:31,20-10-2024 16:34:35,4.287s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 4_MOZ_11445 Verify User Role other than the auditor or supervisor Access Levels for the Local Settlements Module,,,,20-10-2024 16:34:35,20-10-2024 16:34:42,6.581s,FAILED
"utilityClass.GenericMethods.selectRoles(MozartUser, ""Admin"")",,,,20-10-2024 16:34:36,20-10-2024 16:34:42,5.590s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 3_MOZ_11445 Verify User Role Auditor Access Levels for the Local Settlements Module,,,,20-10-2024 16:34:42,20-10-2024 16:34:47,5.140s,FAILED
"utilityClass.GenericMethods.selectRoles(MozartUser, ""Supervisor"")",,,,20-10-2024 16:34:43,20-10-2024 16:34:47,4.272s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 2_MOZ_11445 Verify User Role Supervisor Access Levels for the Local Settlements Module,,,,20-10-2024 16:34:47,20-10-2024 16:34:51,4.100s,FAILED
"utilityClass.GenericMethods.selectRoles(MozartUser, ""Auditor"")",,,,20-10-2024 16:34:48,20-10-2024 16:34:51,3.371s,FAILED
,,,,,,,
Test Cases/MOZ-10510/TC 1_MOZ_11444 Verify Creation of the Local Settlements Module in Mozart,,,,20-10-2024 16:34:51,20-10-2024 16:34:54,3.243s,FAILED
demoPackage.MozartLogin.LoginWithChromeForEK(),,,,20-10-2024 16:34:52,20-10-2024 16:34:54,2.791s,FAILED
