Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/MOZ-10510/TC 3_MOZ_11445 Verify User Role Auditor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 20:58:36,30-08-2024 21:00:42,2m - 5.845s,PASSED
"utilityClass.GenericMethods.selectRoles(MozartUser, ""Supervisor"")",Chrome 128.0.0.0,,,30-08-2024 20:58:36,30-08-2024 20:59:46,1m - 9.306s,PASSED
delay(2),Chrome 128.0.0.0,,,30-08-2024 20:59:46,30-08-2024 20:59:48,2.010s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 20:59:48,30-08-2024 21:00:40,52.203s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 21:00:40,30-08-2024 21:00:41,1.540s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 21:00:41,30-08-2024 21:00:42,0.590s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 2_MOZ_11445 Verify User Role Supervisor Access Levels for the Local Settlements Module,Chrome 128.0.0.0,,,30-08-2024 21:00:42,30-08-2024 21:01:56,1m - 13.867s,PASSED
"utilityClass.GenericMethods.selectRoles(MozartUser, ""Auditor"")",Chrome 128.0.0.0,,,30-08-2024 21:00:42,30-08-2024 21:01:52,1m - 9.870s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 21:01:52,30-08-2024 21:01:54,1.914s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 21:01:54,30-08-2024 21:01:55,1.266s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 21:01:55,30-08-2024 21:01:56,0.584s,PASSED
,,,,,,,
Test Cases/MOZ-10510/TC 1_MOZ_11444 Verify Creation of the Local Settlements Module in Mozart,Chrome 128.0.0.0,,,30-08-2024 21:01:56,30-08-2024 21:02:30,34.306s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 21:01:56,30-08-2024 21:02:29,32.490s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 21:02:29,30-08-2024 21:02:29,0.727s,PASSED
"verifyElementPresent(findTestObject(""EK_Objects/Page_Mozart - Dashboard/Click_On_Local_Settlements""), 2)",Chrome 128.0.0.0,,,30-08-2024 21:02:29,30-08-2024 21:02:30,0.251s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,30-08-2024 21:02:30,30-08-2024 21:02:30,0.574s,PASSED
